#,Поисковый запрос,"Локализация, %",Геозависимость,"Коммерциализация, %",Коммерция код,%коомерции 
7610,сурдолог екатеринбург детский,90%,нет,83%,1,
7611,горинов евгений олегович,0%,нет,1%,-1,
7612,ессентуки гинеколог,90%,нет,77%,1,
7613,детский гастроэнтеролог ижевск,70%,нет,71%,1,
7614,гинеколог эндокринолог калуга,90%,нет,66%,1,
7615,эндохирургический центр калуга врачи,80%,нет,57%,0,
7616,пародонтолог казань,100%,нет,93%,1,
7617,кострома хирург,100%,нет,72%,1,
7618,евроонко клиника краснодар,60%,нет,36%,0,
7619,психологи красноярск,100%,нет,80%,1,
7620,детский ортопед магнитогорск,90%,нет,58%,0,
7621,алиса махачкала клиника,70%,нет,42%,0,
7622,гастроэнтеролог гепатолог,60%,да,44%,0,
7623,клиническая больница 83,50%,да,35%,0,
7624,прага клиника,40%,да,62%,0,
7625,где лучше вести беременность в москве,50%,нет,42%,0,
7626,кушель юрий вадимович нейрохирург,0%,нет,2%,-1,
7627,смирнов алексей владимирович,0%,нет,15%,-1,
7628,воробьева ольга владимировна,0%,нет,9%,-1,
7629,светлана юрьевна калиниченко,0%,нет,1%,-1,
7630,адамян лейла владимировна гинеколог акушер,0%,нет,0%,-1,
7631,дерматолог детский мытищи,100%,нет,97%,1,
7632,детский офтальмолог мытищи,100%,нет,73%,1,
7633,мрт в мытищах адреса и цены,100%,нет,86%,1,
7634,стомус стоматология,0%,нет,9%,-1,
7635,мануальный терапевт набережные челны,0%,нет,30%,-1,
7636,сосудистый хирург набережные челны,0%,нет,53%,0,
7637,нефтекамск эндокринолог,90%,нет,80%,1,
7638,нерюнгри женская консультация,90%,нет,48%,0,
7639,невролог ногинск,90%,нет,73%,1,
7640,эндокринолог новочеркасск,90%,нет,68%,1,
7641,хирург новороссийск,100%,нет,73%,1,
7642,гинеколог орехово зуево,100%,да,95%,1,
7643,акушер орёл,0%,нет,23%,-1,
7644,стоматолог детский орел,0%,нет,34%,-1,
7645,невролог пушкино,100%,нет,74%,1,
7646,ортодонт пятигорск,90%,нет,43%,0,
7647,уролог раменское,30%,нет,46%,0,
7648,рассказово поликлиника,90%,нет,68%,1,
7649,хирург детский ростов на дону,100%,нет,73%,1,
7650,лдц иммунологии и аллергологии самара,40%,нет,28%,-1,
7651,юнима стоматология саратов,90%,нет,45%,0,
7652,хирург севастополь,0%,нет,24%,-1,
7653,гинеколог шахты,0%,нет,46%,0,
7654,црб щекино,0%,нет,2%,-1,
7655,аллерголог симферополь,0%,нет,51%,0,
7656,клиника взгляд симферополь,0%,нет,20%,-1,
7657,детский офтальмолог смоленск,80%,нет,81%,1,
7658,ваш доктор старый оскол телефон,100%,нет,63%,0,
7659,мрт стерлитамак адреса телефоны цены,80%,нет,75%,1,
7660,лор стерлитамак,90%,нет,64%,0,
7661,флеболог тамбов,100%,нет,72%,1,
7662,ортодонт тамбов детский,100%,нет,55%,0,
7663,брекеты томск,70%,нет,78%,1,
7664,поликлиника троицкая,70%,да,42%,0,
7665,медицинский центр гера,20%,да,9%,-1,
7666,тюмень больница,90%,нет,57%,0,
7667,эндокринолог уфа детский,80%,нет,81%,1,
7668,хирург стоматолог уфа,100%,нет,73%,1,
7669,детский невролог улан удэ,90%,нет,72%,1,
7670,ортопед владимир,100%,нет,65%,0,
7671,аллерголог детский волгоград,100%,нет,94%,1,
7672,окулист детский волгоград,90%,нет,66%,1,
7673,мрт головного мозга волгоград,80%,нет,77%,1,
7674,вологда ортодонт,80%,нет,62%,0,
7675,детский травматолог ортопед воронеж,100%,нет,77%,1,
7676,воронеж детская областная больница 2,67%,нет,36%,0,
7677,психологи воронеж,100%,нет,80%,1,
7678,детская поликлиника вязники,100%,нет,64%,0,
7679,гастроэнтеролог макуха железноводск,90%,нет,42%,0,
7680,алтея балаково,100%,нет,58%,0,
7681,стоматолог балашиха,90%,нет,64%,0,
7682,гастроэнтеролог барнаул взрослый,100%,нет,65%,0,
7683,карповка чита,50%,нет,21%,-1,
7684,невролог геленджик,100%,нет,57%,0,
7685,детский ортопед хабаровск,90%,нет,64%,0,
7686,онколог иркутск,100%,нет,58%,0,
7687,иваново дерматолог взрослый,100%,нет,66%,1,
7688,кирсанов алексей николаевич гинеколог иваново,100%,нет,36%,0,
7689,травматолог ижевск,90%,нет,78%,1,
7690,хирург калуга,90%,нет,66%,1,
7691,детский окулист казань,90%,нет,78%,1,
7692,стомус казань цены,90%,нет,99%,1,
7693,гинеколог комсомольск на амуре,100%,нет,73%,1,
7694,мрт в королеве,0%,нет,67%,1,
7695,нейропсихолог краснодар,90%,нет,62%,0,
7696,краснодар отоларинголог,100%,нет,64%,0,
7697,одинмед кубинка официальный сайт,100%,нет,59%,0,
7698,курск психиатрическая больница искра,20%,нет,0%,-1,
7699,стоматология курск детская карла маркса,100%,нет,0%,-1,
7700,стоматология ликино дулево,0%,нет,42%,0,
7701,стоматология лянтор,70%,нет,57%,0,
7702,частный кардиолог,100%,да,66%,1,
7703,платные услуги поликлиника 218,60%,да,86%,1,
