#,Поисковый запрос,"Локализация, %",Геозависимость,"Коммерциализация, %",Коммерция код,%коомерции 
8604,lada vesta ng купить,60%,да,85%,1,
8605,китайский джип купить,80%,да,100%,1,
8606,гольф 6 gti,0%,нет,32%,-1,
8607,фольксваген в3 пассат,20%,да,27%,-1,
8608,авто ру авто с пробегом пензенская область,0%,нет,62%,0,
8609,авто ру смоленская область авто с пробегом,0%,нет,63%,0,
8610,авто ру скания,20%,да,83%,1,
8611,авто ру белоруссия,0%,нет,75%,1,
8612,4 серия бмв,0%,нет,32%,-1,
8613,янг ванг ю 8 купить,0%,нет,98%,1,
8614,камаро шевроле желтая,0%,нет,15%,-1,
8615,мустанг белый,10%,да,28%,-1,
8616,купить nissan 180sx,10%,да,79%,1,
8617,nissan z 2023,10%,да,36%,0,
8618,porsche macan 2023,20%,да,50%,0,
8619,купить сеат альхамбра,30%,да,85%,1,
8620,черный фольксваген поло,40%,да,51%,0,
8621,nissan 240sx s13,0%,нет,35%,0,
8622,ваз 2114 размеры,0%,нет,46%,0,
8623,бланк купли продажи автомобиля авто ру,0%,нет,13%,-1,
8624,ваз 2114 купить в днр,0%,нет,79%,1,
8625,знак пешеходная зона что запрещает,0%,нет,0%,-1,
8626,категория б 1 что означает,0%,нет,0%,-1,
8627,роторный двигатель как работает,0%,нет,0%,-1,
8628,новый крузак 300 цена,0%,нет,95%,1,
8629,купить ниссан мурано с пробегом,40%,да,99%,1,
8630,ниссан сентра купить,70%,да,99%,1,
8631,хайс купить,80%,да,100%,1,
8632,купить volkswagen transporter,50%,да,80%,1,
8633,портер хендай б у купить,70%,да,100%,1,
8634,a6 c7,0%,нет,32%,-1,
8635,е трон ауди цена,50%,да,100%,1,
8636,копейка bmw,40%,да,39%,0,
8637,i8 машина,20%,да,21%,-1,
8638,bmw e90 m3,0%,нет,28%,-1,
8639,bmw f 90,20%,да,38%,0,
8640,бмв х1 е84,0%,нет,29%,-1,
8641,цена bmw x3,90%,да,93%,1,
8642,бьюик купить,0%,нет,85%,1,
8643,нексия 8 клапанная,0%,нет,17%,-1,
8644,gak gn8,0%,нет,42%,0,
8645,купить хонда hr v,60%,да,72%,1,
8646,хендай фургон,70%,да,99%,1,
8647,хендай грета цена 2022,60%,да,100%,1,
8648,джетта вс5 комплектации и цены,70%,да,75%,1,
8649,цена lamborghini huracan,30%,да,89%,1,
8650,купить линкольн авиатор,50%,да,84%,1,
8651,мазда 6 с пробегом купить,40%,да,100%,1,
8652,мазда сх5 2019,0%,нет,52%,0,
8653,слс 63 амг банан,0%,нет,35%,0,
8654,мини купер s,30%,да,48%,0,
8655,рено сандеро степвей купить бу,60%,да,100%,1,
8656,рено сценик 4 купить,40%,да,70%,1,
8657,сузуки кроссовер,40%,да,65%,0,
8658,хайлендер 2014,0%,нет,51%,0,
8659,toyota rush купить,30%,да,99%,1,
8660,купить гранту спорт,60%,да,86%,1,
8661,лада гранта 2015,20%,да,43%,0,
8662,иксрэй,0%,нет,34%,-1,
8663,vw polo купить,80%,да,100%,1,
8664,ducati купить,50%,да,93%,1,
8665,street 750 harley davidson,10%,да,34%,-1,
8666,ямаха в макс,30%,да,33%,-1,
8667,авто ру рязань и рязанская область авто с пробегом,40%,нет,75%,1,
8668,авто ру стерлитамак,60%,нет,88%,1,
8669,audi e tron rs gt,0%,нет,26%,-1,
8670,солярис черный,50%,да,73%,1,
8671,исузу родео,30%,да,32%,-1,
8672,lee 9,0%,нет,38%,0,
8673,180сх ниссан,10%,да,38%,0,
8674,sylphy bluebird,0%,нет,18%,-1,
8675,джимни сузуки фото,0%,нет,20%,-1,
8676,фото тойота филдер,0%,нет,42%,0,
8677,десятка черная,0%,нет,16%,-1,
8678,12шка,0%,нет,25%,-1,
8679,лада гранта спорт фото,0%,нет,32%,-1,
8680,размер шин хавал ф7,0%,нет,28%,-1,
8681,honda каталог,10%,да,77%,1,
8682,модельный ряд ленд ровер,20%,да,60%,0,
8683,ширина ваз 2107,0%,нет,40%,0,
8684,характеристики ваз 2115,0%,нет,45%,0,
8685,ларгус клиренс,0%,нет,30%,-1,
8686,объем двигателя что означает,0%,нет,0%,-1,
8687,можно ли обгонять паровозиком,0%,нет,0%,-1,
8688,регулировка фар ближнего света,0%,нет,0%,-1,
8689,купить бмв е34 м5,50%,да,86%,1,
8690,легковые,60%,да,77%,1,
8691,машина с открытым верхом,0%,нет,22%,-1,
8692,сколько стоит bmw m 5 f 90,20%,да,98%,1,
8693,chevrolet avalanche,10%,да,22%,-1,
8694,купить пикап донг фенг,50%,да,93%,1,
8695,exeed txl 2022 купить,60%,да,100%,1,
8696,fiat 500 купить,90%,да,85%,1,
8697,машина аккорд хонда,20%,да,31%,-1,
8698,hongqi h9 цена в россии,0%,нет,94%,1,
8699,хендай ай20,20%,да,26%,-1,
8700,kia cerato 2019,40%,да,53%,0,
8701,лексус 450h,50%,да,37%,0,
8702,mazda cx 4 цена,30%,да,94%,1,
8703,мазда х7,20%,да,32%,-1,
8704,купить мазда фамилия,50%,да,85%,1,
8705,mercedes benz e63,20%,да,48%,0,
8706,reno kaptur купить,60%,да,100%,1,
8707,шкода рапид 2015,20%,да,33%,-1,
8708,серая тойота,30%,да,38%,0,
8709,машина кроун,20%,да,37%,0,
8710,тойота хайлендер бу купить в москве,10%,нет,97%,1,
8711,зеленая приора,10%,да,16%,-1,
8712,байк цена,70%,да,100%,1,
8713,honda cb600f hornet,10%,да,24%,-1,
8714,honda vt 750,20%,да,14%,-1,
8715,ninja 400,0%,нет,30%,-1,
8716,авто ру оренбургская область,0%,нет,39%,0,
8717,авто ру улан удэ,80%,нет,70%,1,
8718,автосайты,20%,да,50%,0,
8719,auto ру,0%,нет,12%,-1,
8720,бмв универсал е34,10%,да,33%,-1,
8721,машина додж фото,0%,нет,38%,0,
8722,mercedes gt 63s,30%,да,54%,0,
8723,тойота паджеро,20%,да,30%,-1,
8724,купить новый шевроле орландо,90%,да,99%,1,
8725,гранта спорт фото,0%,нет,24%,-1,
8726,опель фото,0%,нет,51%,0,
8727,renault kwid,0%,нет,31%,-1,
8728,купить мицубиси паджеро новый,90%,да,100%,1,
8729,екатеринбург газель,90%,нет,100%,1,
8730,что такое акпп в автомобиле,0%,нет,0%,-1,
8731,парковка гараж задним ходом на площадке,0%,нет,0%,-1,
8732,какая максимальная,0%,нет,0%,-1,
8733,регламент замены свечей зажигания,0%,нет,1%,-1,
8734,почему быстро разряжается аккумулятор,0%,нет,0%,-1,
8735,почему запотевает лобовое стекло в машине внутри,0%,нет,0%,-1,
8736,какую жидкость заливают в гидроусилитель руля,0%,нет,0%,-1,
8737,chevrolet camaro сколько стоит,0%,нет,98%,1,
8738,купить хундай туксон с пробегом,40%,да,99%,1,
8739,r31 skyline,0%,нет,20%,-1,
8740,купить сузуки джимми,90%,да,92%,1,
8741,ауди рс 6 купить,40%,да,67%,1,
8742,i 8,0%,нет,29%,-1,
8743,бмв х5 2018,0%,нет,44%,0,
8744,купить шевроле круз универсал,100%,да,100%,1,
8745,шевроле лачетти 1.6,20%,да,17%,-1,
8746,продажа нива шевроле,60%,да,100%,1,
8747,джили внедорожник,60%,да,78%,1,
8748,дженезис gv70 купить,0%,нет,100%,1,
8749,кия сид 2008,40%,да,45%,0,
8750,киа оптима 2021,30%,да,52%,0,
8751,мерседес 205,30%,да,33%,-1,
8752,гелик амг,0%,нет,47%,0,
8753,phev outlander,20%,да,27%,-1,
8754,митсубиси аутлендер 2014,10%,да,45%,0,
8755,gtr r33,0%,нет,23%,-1,
8756,омода с5 цена в рублях в россии 2023,0%,нет,85%,1,
8757,тойота авенсис 2,20%,да,31%,-1,
8758,корона машина,30%,да,29%,-1,
8759,рав 4 2008,30%,да,54%,0,
8760,найти авто,70%,да,69%,1,
8761,иномарку купить,80%,да,98%,1,
8762,машина за 1000000 рублей,60%,да,64%,0,
8763,семерка купить,88%,да,81%,1,
8764,crozz volkswagen id 6,20%,да,30%,-1,
8765,поло 5,40%,да,37%,0,
8766,автомобиль атлант цена,30%,да,76%,1,
8767,харлей дэвидсон купить в москве,30%,нет,86%,1,
8768,авто ру нижневартовск,60%,нет,38%,0,
8769,вольво хс60 с пробегом купить в спб,100%,нет,100%,1,
8770,авто белгород с пробегом,100%,нет,99%,1,
8771,цена бмв i8 в рублях,0%,нет,91%,1,
8772,dodge hellcat srt,0%,нет,35%,0,
8773,расчет стоимости авто,0%,нет,100%,1,
8774,gac микроавтобус,30%,да,39%,0,
8775,аксела,0%,нет,26%,-1,
8776,самый дешевый мерседес,20%,да,21%,-1,
8777,996 порше,30%,да,23%,-1,
8778,семерка зеленая,0%,нет,15%,-1,
8779,новые российские автомобили,20%,да,28%,-1,
8780,вес нивы 2121,0%,нет,45%,0,
8781,нива расход,0%,нет,26%,-1,
8782,приоритет знак или разметка,0%,нет,0%,-1,
8783,в правах as что это значит,0%,нет,0%,-1,
8784,как проверить масло в акпп,0%,нет,1%,-1,
8785,категория машин,0%,нет,0%,-1,
8786,какой бензин заливать,0%,нет,1%,-1,
8787,современные мотоциклы с коляской,0%,нет,21%,-1,
8788,как работает ручник,0%,нет,7%,-1,
8789,цена bmw m5 cs,20%,да,54%,0,
8790,киа спортейдж с пробегом,30%,да,100%,1,
8791,сколько стоит девятка,0%,нет,87%,1,
8792,купить вольво хс60 новый,80%,да,92%,1,
8793,купить экскаватор jcb,60%,да,87%,1,
8794,купить сканию,50%,да,87%,1,
8795,купить стелс гепард,30%,да,79%,1,
8796,альфа ромео 156 купить,20%,да,83%,1,
8797,audi rs6 цена,40%,да,69%,1,
8798,бмв х5 купить в москве,0%,нет,97%,1,
8799,e71 bmw x6,20%,да,23%,-1,
8800,форд мустанг машина,0%,нет,50%,0,
8801,газ 24 фото,0%,нет,15%,-1,
8802,хонда цивик 2000,20%,да,31%,-1,
8803,хонда црв 1 поколения,10%,да,27%,-1,
8804,hyundai creta 2020,40%,да,74%,1,
8805,хендай элантра 2016,20%,да,39%,0,
8806,черная киа к5,50%,да,73%,1,
8807,лексус 570 цена 2022,30%,да,65%,0,
8808,mercedes a200,30%,да,47%,0,
8809,рестайлинг w204,0%,нет,23%,-1,
8810,maybach s680,10%,да,39%,0,
8811,mercedes benz w223,20%,да,30%,-1,
8812,221 мерседес цена,50%,да,79%,1,
8813,х класс мерседес,10%,да,29%,-1,
8814,нисмо ниссан жук,0%,нет,22%,-1,
8815,nissan murano z52,10%,да,22%,-1,
8816,р32 ниссан,20%,да,19%,-1,
8817,opel agila,10%,да,13%,-1,
8818,porsche 911 992,25%,да,24%,-1,
8819,тойота камри 3 5,40%,да,55%,0,
8820,купить toyota chaser,30%,да,86%,1,
8821,новая тойота рав 4 цена,80%,да,98%,1,
8822,лада гранта универсал кросс купить,50%,да,93%,1,
8823,лада гранта кросс универсал купить,50%,да,92%,1,
8824,электромашина китайская,70%,да,72%,1,
8825,volvo 2023,20%,да,30%,-1,
8826,r1200c bmw,0%,нет,39%,0,
8827,ямаха мт 03,0%,нет,52%,0,
8828,купить ямаха р6 в россии,0%,нет,73%,1,
8829,автору пермь,70%,нет,77%,1,
8830,автосалон владивосток,100%,нет,75%,1,
8831,ауди а8 2022,10%,да,54%,0,
8832,бэха 3,0%,нет,30%,-1,
8833,бмв е34 черная,0%,нет,23%,-1,
8834,цена додж демон,0%,нет,60%,0,
8835,i20 hyundai 2023,0%,нет,32%,-1,
8836,jac s3 купить,70%,да,89%,1,
8837,мерс цешка,10%,да,44%,0,
8838,миникупер фото и цены с пробегом,40%,да,99%,1,
8839,новая хонда цивик,10%,да,24%,-1,
8840,акцент хендай новый,10%,да,30%,-1,
8841,тесла машина цена в россии,0%,нет,95%,1,
8842,фото туарег,0%,нет,22%,-1,
8843,машн,0%,нет,44%,0,
8844,фольксваген 181,0%,нет,27%,-1,
