#,Поисковый запрос,"Локализация, %",Геозависимость,"Коммерциализация, %",Коммерция код,%коомерции 
9285,туры в туркмению,30%,да,62%,0,
9286,тур в нью йорк из москвы,0%,нет,83%,1,
9287,в узбекистан,0%,нет,23%,-1,
9288,пляжный отдых узбекистан,0%,нет,17%,-1,
9289,вьетнам билеты на самолет цена,70%,да,73%,1,
9290,туры в нячанг из москвы,20%,нет,90%,1,
9291,нья чанг,0%,нет,0%,-1,
9292,сколько стоит билет в африку,0%,нет,94%,1,
9293,билеты на самолет корея,80%,да,99%,1,
9294,выходные в корее,0%,нет,0%,-1,
9295,слетать ру официальный поиск тура,0%,нет,22%,-1,
9296,расписание тура,0%,нет,25%,-1,
9297,слетать ру санкт петербург официальный сайт поиск,30%,нет,22%,-1,
9298,скачать беркат ру,10%,да,32%,-1,
9299,проиталия калуга,70%,нет,30%,-1,
9300,авито казань работа вакансии от прямых работодателей для женщин,100%,нет,23%,-1,
9301,101 где едет,0%,нет,2%,-1,
9302,туры путевки,50%,да,54%,0,
9303,тур поиск ру,40%,да,29%,-1,
9304,евро туроператор,0%,нет,5%,-1,
9305,туристическое бюро,70%,да,50%,0,
9306,как переводится trip,0%,нет,11%,-1,
9307,большая страна турагентство,0%,нет,0%,-1,
9308,тур в абхазию с авиаперелетом,10%,да,85%,1,
9309,купить тур в абхазию из москвы,20%,нет,92%,1,
9310,абхазия из минска туры,100%,нет,91%,1,
9311,туры в ереван из москвы с перелетом,0%,нет,89%,1,
9312,путевки в бразилию,0%,нет,93%,1,
9313,айти эм групп,30%,да,14%,-1,
9314,сандански,0%,нет,18%,-1,
9315,тур в бутан,0%,нет,76%,1,
9316,горящие путевки в китай,0%,нет,85%,1,
9317,турпутевка в китай,0%,нет,82%,1,
9318,туристические путевки в китай,0%,нет,82%,1,
9319,горящие туры хайнань,90%,да,97%,1,
9320,остров хайнань китай отдых цены,70%,нет,93%,1,
9321,вешняки отдых,0%,нет,26%,-1,
9322,привокзальная площадь 1 зеленоград,10%,да,22%,-1,
9323,шарм эль шейх хургада,10%,да,9%,-1,
9324,рекламный тур в оаэ,20%,да,45%,0,
9325,расстояние от мармариса до кемера,0%,нет,17%,-1,
9326,москва хорватия,100%,нет,71%,1,
9327,еуба,0%,нет,32%,-1,
9328,re f,0%,нет,18%,-1,
9329,купить путевку на кубу цены,70%,да,99%,1,
9330,куба отдых цены с перелетом 2022 все включено,60%,да,85%,1,
9331,туры варадеро из москвы,80%,нет,98%,1,
9332,варадеро отдых,30%,да,29%,-1,
9333,cayo,0%,нет,0%,-1,
9334,куба санта мария,20%,да,25%,-1,
9335,горящие путевки в доминикану,0%,нет,93%,1,
9336,погода в судаке на 10 дней и температура,0%,нет,0%,-1,
9337,санаторий волга официальный сайт,0%,нет,12%,-1,
9338,отель домина корал бей,10%,да,13%,-1,
9339,подбор тура в египет по всем туроператорам,10%,да,66%,1,
9340,турпутевки в египет,0%,нет,100%,1,
9341,билет в египет цена из москвы,80%,нет,96%,1,
9342,экскурсия в каир,0%,нет,35%,0,
9343,франция туризм,0%,нет,0%,-1,
9344,отели в батуми на берегу моря все включено,0%,нет,12%,-1,
9345,онлайнтурс горящие туры и спецпредложения,10%,да,36%,0,
9346,на отдых турагентство,50%,да,36%,0,
9347,путевки онлайн купить,0%,нет,96%,1,
9348,тур агенция горящих путевок,80%,да,57%,0,
9349,lotty,0%,нет,28%,-1,
9350,анекс тур официальный сайт туроператора москва,30%,нет,50%,0,
9351,анекс монитор рейсов,30%,да,35%,0,
9352,anex tour туры,60%,да,66%,1,
9353,турфирма анекс тур,60%,да,57%,0,
9354,курс библио глобус на сегодня,0%,нет,27%,-1,
9355,элит корал тревел,30%,да,51%,0,
9356,корал тревел туроператор официальный сайт москва поиск тура,40%,нет,35%,0,
9357,горящие путевки все включено,100%,да,100%,1,
9358,туя турагентство официальный сайт,10%,да,32%,-1,
9359,индия в октябре,0%,нет,17%,-1,
9360,бали отдых цены с перелетом,60%,да,92%,1,
9361,рынок новый афон абхазия,0%,нет,13%,-1,
9362,станция новый афон,0%,нет,14%,-1,
9363,пицунда сегодня,0%,нет,14%,-1,
9364,температура на кипре по месяцам,0%,нет,9%,-1,
9365,где находится арабские эмираты на карте мира,0%,нет,0%,-1,
9366,страна дубая,0%,нет,0%,-1,
9367,республика тайланд,0%,нет,2%,-1,
9368,погода пхукет по месяцам и температура воды,0%,нет,0%,-1,
9369,климат пхукет,0%,нет,0%,-1,
9370,фетхие фото города,0%,нет,1%,-1,
9371,кемер шопинг,0%,нет,8%,-1,
9372,купить тур в италию,0%,нет,46%,0,
9373,фьюджи италия,0%,нет,10%,-1,
9374,кабо верде туры,60%,да,92%,1,
9375,погода в дохе в марте,0%,нет,0%,-1,
9376,отдых атырау,0%,нет,56%,0,
9377,киргизия туры иссык куль,50%,да,83%,1,
9378,отдых на иссык куле 2023,0%,нет,21%,-1,
9379,куала лумпур пляжный отдых,20%,да,17%,-1,
9380,стоимость отдыха на мальдивах,70%,да,71%,1,
9381,мальдивы из минска,90%,нет,96%,1,
9382,путевки маврикий,60%,да,98%,1,
9383,мексика юкатан,0%,нет,0%,-1,
9384,поездка в монголию,0%,нет,22%,-1,
9385,море бирма,0%,нет,0%,-1,
9386,мьянма путевки,90%,да,87%,1,
9387,путевка в амстердам,0%,нет,65%,0,
9388,отели абу даби все включено,0%,нет,42%,0,
9389,отпуск в дубае,0%,нет,30%,-1,
9390,гостиницы дубай цены,0%,нет,59%,0,
9391,туры в дубай в ноябре,0%,нет,93%,1,
9392,эмираты рас аль хайма,0%,нет,29%,-1,
9393,туры в оаэ в октябре,0%,нет,91%,1,
9394,эмираты в октябре,0%,нет,15%,-1,
9395,сколько лететь москва оман,90%,нет,48%,0,
9396,летний лагерь на море,20%,да,64%,0,
9397,филиппины цены,0%,нет,74%,1,
9398,москва италия поезд,90%,нет,37%,0,
9399,азорские острова туры,90%,нет,89%,1,
9400,кизиловая,0%,нет,14%,-1,
9401,сан виладж архыз,0%,нет,19%,-1,
9402,комфорт гостиница кисловодск,80%,нет,51%,0,
9403,старый грузин,10%,да,29%,-1,
9404,гостиница лубянка москва,100%,нет,55%,0,
9405,подушкино отель,80%,да,22%,-1,
9406,псб патриот гостиница,20%,да,29%,-1,
9407,sv grand,0%,нет,38%,0,
9408,плутус отель,10%,да,38%,0,
9409,отель роза ветров в сочи,90%,нет,50%,0,
9410,отдых краснодарский край у моря цены,100%,нет,90%,1,
9411,туры в плес,0%,нет,59%,0,
9412,санкт петербург туры на 5 дней,100%,нет,90%,1,
9413,тур в питер из москвы на 5 дней с проживанием и питанием,90%,нет,94%,1,
9414,экскурсии из москвы на автобусе на 3 дня по золотому кольцу,80%,нет,78%,1,
9415,путевка по золотому кольцу,70%,да,67%,1,
9416,экскурсии золотое кольцо россии из москвы,100%,нет,96%,1,
9417,горящие туры по россии 2023,80%,да,89%,1,
9418,перелеты по россии,50%,да,100%,1,
9419,отдых на 3 дня недорого на двоих,60%,да,92%,1,
