#,Поисковый запрос,"Локализация, %",Геозависимость,"Коммерциализация, %",Коммерция код,%коомерции 
8063,sartoria lamberti ресторан москва,30%,нет,15%,-1,
8064,купить кальмар замороженный,0%,нет,99%,1,
8065,торты ашан,10%,да,55%,0,
8066,мираторг цена,20%,да,92%,1,
8067,ростов на дону бабл ти,80%,нет,43%,0,
8068,ростов высота,20%,нет,23%,-1,
8069,яндекс доставка рязань,60%,нет,70%,1,
8070,ресторан дом нино,0%,нет,15%,-1,
8071,устрицы купить в спб,100%,нет,70%,1,
8072,нутелла сколько стоит,0%,нет,91%,1,
8073,креветки цена за 1 кг,0%,нет,99%,1,
8074,колбаса русская,10%,да,75%,1,
8075,круглосуточно заказать еду,90%,да,48%,0,
8076,цена чебупели,10%,да,86%,1,
8077,мясо мидии,0%,нет,68%,1,
8078,свиная лопатка цена,50%,да,89%,1,
8079,укусно,0%,нет,23%,-1,
8080,яндекседа ру,0%,нет,16%,-1,
8081,доставка кызыл еды,100%,нет,56%,0,
8082,казуки солнечногорск,70%,нет,48%,0,
8083,пицца бро,0%,нет,53%,0,
8084,белгород вкусно и точка доставка,80%,нет,77%,1,
8085,радуга вкуса чебоксары заказать,80%,нет,41%,0,
8086,доставка вкусно и точка чебоксары,70%,нет,66%,1,
8087,черновар казань ресторан меню цены,90%,нет,59%,0,
8088,пиццерия краснодар,90%,нет,76%,1,
8089,яндекс еда доставка минск,80%,нет,51%,0,
8090,заказ бургер кинг,0%,нет,76%,1,
8091,чайхана ресторан,60%,да,28%,-1,
8092,пицца коала краснознаменск,40%,нет,53%,0,
8093,ресторан коджи,50%,да,31%,-1,
8094,niqa ресторан,60%,да,37%,0,
8095,беверли хиллз москва кафе,80%,нет,30%,-1,
8096,вареничная меню,60%,да,84%,1,
8097,ресторан хачапури и вино,50%,да,30%,-1,
8098,доставка суши мытищи,100%,нет,99%,1,
8099,нижний новгород доставка,100%,нет,73%,1,
8100,подольск вкусно и точка,90%,нет,40%,0,
8101,вива рома ивантеевка меню,70%,нет,63%,0,
8102,цена апельсины,50%,да,100%,1,
8103,кальмары цена,40%,да,100%,1,
8104,леденцовая карамель,0%,нет,99%,1,
8105,свекла купить,40%,да,89%,1,
8106,4 лапы доставка,40%,да,61%,0,
8107,жизнь март москва,20%,нет,30%,-1,
8108,кекс меню,0%,нет,43%,0,
8109,саратов дюран меню,40%,нет,39%,0,
8110,кумушка саратов,90%,нет,43%,0,
8111,яндекс цветы,0%,нет,54%,0,
8112,мидии цена за 1 кг в москве,10%,нет,99%,1,
8113,смоленск тарелка столовая,90%,нет,44%,0,
8114,казан мангал санкт петербург,70%,нет,37%,0,
8115,шаверно санкт петербург,60%,нет,45%,0,
8116,грильвич,0%,нет,8%,-1,
8117,заказ еды владивосток,80%,нет,63%,0,
8118,суши стар дзержинск,80%,нет,47%,0,
8119,роллы с доставкой анапа,90%,нет,74%,1,
8120,бидон белгород ресторан,80%,нет,37%,0,
8121,роллы чука белгород,90%,нет,55%,0,
8122,вилкой не есть,0%,нет,38%,0,
8123,хинкалыч ижевск,80%,нет,37%,0,
8124,яндекс кемерово,90%,нет,52%,0,
8125,шашлык с доставкой на дом,90%,да,81%,1,
8126,ресторан аист на патриарших,60%,да,37%,0,
8127,меню ламбик,0%,нет,64%,0,
8128,coffee wake,0%,нет,16%,-1,
8129,мосдонер,0%,нет,23%,-1,
8130,ресторан татев москва,60%,нет,37%,0,
8131,the море,60%,да,36%,0,
8132,ешико,0%,нет,30%,-1,
8133,кафе маджонг нижний новгород,80%,нет,37%,0,
8134,блинная сковородка доставка пермь,80%,нет,61%,0,
8135,пили ели че хотели дубровка,0%,нет,16%,-1,
8136,french bakery москва,70%,нет,43%,0,
8137,пицца бобра,0%,нет,51%,0,
8138,сиртаки ресторан,0%,нет,40%,0,
8139,купить торт от палыча в москве,0%,нет,99%,1,
8140,зерненый творог купить,20%,да,89%,1,
8141,яндекс саратов,80%,нет,37%,0,
8142,вкусные суши саратов,70%,нет,47%,0,
8143,сок яблочный цена,0%,нет,87%,1,
8144,суши сколько стоят,90%,да,100%,1,
8145,хлеб заказать,0%,нет,94%,1,
8146,разрыхлитель для теста цена,0%,нет,88%,1,
8147,заказать круглосуточно еду,90%,да,48%,0,
8148,свиная вырезка цена,40%,да,98%,1,
8149,сколько суши стоят,80%,да,97%,1,
8150,ресторан по чесноку санкт петербург,60%,нет,30%,-1,
8151,яндекс еда тюмень,60%,нет,45%,0,
8152,пицца фиеста уфа доставка,70%,нет,48%,0,
8153,кафе малика воронеж,70%,нет,29%,-1,
8154,коломна вкусно и точка,80%,нет,43%,0,
8155,суши вок шахты,0%,нет,33%,-1,
8156,таганрог бургер кинг,60%,нет,45%,0,
8157,мускатный кит,0%,нет,8%,-1,
8158,чашка ижевск кафе,70%,нет,44%,0,
8159,pitas,0%,нет,27%,-1,
8160,дядя пицца,30%,да,30%,-1,
8161,астерио марио,0%,нет,30%,-1,
8162,пепела,0%,нет,22%,-1,
8163,доставка вкусно и точка пенза,70%,нет,63%,0,
8164,coffee to go,0%,нет,8%,-1,
8165,мясная гильдия,0%,нет,15%,-1,
8166,секреты ханая лоо,0%,нет,13%,-1,
8167,лента серпухов,90%,нет,44%,0,
8168,мясные чипсы купить в москве,10%,нет,82%,1,
8169,замороженная клубника купить,30%,да,82%,1,
8170,купить маргарин пышка,20%,да,100%,1,
8171,мойва купить,50%,да,99%,1,
8172,димаш суши ростов на дону,90%,нет,54%,0,
8173,мит проджект саратов,90%,нет,48%,0,
8174,пельмени китайские купить,60%,да,87%,1,
8175,заказ торта,90%,да,97%,1,
8176,сок цена,50%,да,100%,1,
8177,сыр бри купить в москве,30%,нет,100%,1,
8178,рыба хек купить,0%,нет,100%,1,
8179,санкт петербург роллы,90%,нет,73%,1,
8180,евразия экспресс,0%,нет,30%,-1,
8181,ресторан 12 волгоград,50%,нет,23%,-1,
8182,дон антонио,0%,нет,44%,0,
8183,кфс воронеж доставка,80%,нет,74%,1,
8184,пицца ярославль с доставкой,80%,нет,72%,1,
8185,суши весла балаково,40%,нет,24%,-1,
8186,балаково вкусно и точка,100%,нет,43%,0,
8187,сан сити меню,0%,нет,17%,-1,
8188,ноябрьск бургер кинг,60%,нет,52%,0,
8189,тандыр доставка рубцовск,70%,нет,47%,0,
8190,синьора ставрополь,100%,нет,38%,0,
8191,выборг панда,90%,нет,40%,0,
8192,выборг вкусно и точка,100%,нет,43%,0,
8193,бенни китчен белгород меню,80%,нет,55%,0,
8194,фьюжн экспресс,0%,нет,9%,-1,
8195,токио роллы киров,80%,нет,42%,0,
8196,ресторан горыныч в москве меню и цены,40%,нет,58%,0,
8197,карина ресторан,70%,да,46%,0,
8198,ketchup москва,70%,нет,29%,-1,
8199,пельменная лепим варим,0%,нет,15%,-1,
8200,в лаваше москва,70%,нет,29%,-1,
8201,набережные челны пицца,0%,нет,65%,0,
8202,добрый грузин санкт петербург,80%,нет,43%,0,
8203,хочу кофе спб,70%,нет,36%,0,
8204,пицца фабрика москва,80%,нет,45%,0,
8205,доставка продуктов быстрая,50%,да,81%,1,
8206,эскимо чистая линия,10%,да,90%,1,
8207,замороженная семга,40%,да,99%,1,
8208,савоярди печенье купить в пятерочке,0%,нет,79%,1,
8209,печенье савоярди купить в пятерочке,0%,нет,79%,1,
8210,доставка ростов на дону,100%,нет,76%,1,
8211,ош пош,0%,нет,20%,-1,
8212,шашлык на заказ рязань с доставкой,90%,нет,63%,0,
8213,готовый попкорн купить,40%,да,93%,1,
8214,каша овсяная купить,0%,нет,100%,1,
8215,где можно купить онигири,30%,да,92%,1,
8216,масло кукурузное купить,20%,да,85%,1,
8217,грильяж сочи,90%,нет,44%,0,
8218,заказ еды с доставкой в санкт петербурге,90%,нет,68%,1,
8219,лаванда эклер спб,60%,нет,30%,-1,
8220,тобольск майбокс,40%,нет,30%,-1,
8221,армения ресторан тула,90%,нет,43%,0,
8222,шоколадница тюмень,90%,нет,38%,0,
8223,доставка из ресторана,60%,да,70%,1,
8224,армавир вкусно и точка,10%,нет,25%,-1,
8225,камышин доставка еды,30%,нет,75%,1,
8226,наро фоминск доставка еды,100%,нет,62%,0,
8227,каре клуб,10%,да,23%,-1,
8228,суши пицца вок звенигород,80%,нет,62%,0,
8229,пицца миа доставка челябинск,100%,нет,74%,1,
8230,море поке,0%,нет,23%,-1,
8231,калуга вкусно и точка меню,30%,нет,87%,1,
8232,ялавка,0%,нет,17%,-1,
8233,кафе барбарис,50%,да,33%,-1,
8234,бони мария ресторан,0%,нет,33%,-1,
8235,заказать ростикс,50%,да,85%,1,
8236,море на патриках,0%,нет,8%,-1,
8237,буханка цены пекарня,50%,да,65%,0,
