#,Поисковый запрос,"Локализация, %",Геозависимость,"Коммерциализация, %",Коммерция код,%коомерции 
9716,эстом чита стоматология,90%,нет,48%,0,
9717,ейск поликлиника 1,90%,нет,71%,1,
9718,узи елабуга,90%,нет,69%,1,
9719,гулькевичи пульс врачи,60%,нет,0%,-1,
9720,иваново онкологический диспансер,60%,нет,35%,0,
9721,сосудистый хирург иваново,80%,нет,61%,0,
9722,эндокринолог гинеколог калининград,90%,нет,87%,1,
9723,сурдолог калуга,100%,нет,91%,1,
9724,2 больница каменск уральский,60%,нет,0%,-1,
9725,фгдс в казани адреса цены,100%,нет,83%,1,
9726,казань жд больница,90%,нет,61%,0,
9727,казань пластическая хирургия,80%,нет,51%,0,
9728,матвеева елена федоровна гинеколог,0%,нет,4%,-1,
9729,дружков максим олегович,0%,нет,6%,-1,
9730,мрт в кемерово,40%,нет,56%,0,
9731,юлия фролова кемерово,70%,нет,0%,-1,
9732,кт в коломне,100%,нет,68%,1,
9733,клиника 112 краснодар,89%,нет,44%,0,
9734,козлова невролог краснодар,80%,нет,29%,-1,
9735,фгс желудка в красноярске где сделать цена,90%,нет,98%,1,
9736,виктория стоматология курск,90%,нет,53%,0,
9737,эндокринолог гинеколог липецк,90%,нет,65%,0,
9738,лор славецкий липецк,50%,нет,33%,-1,
9739,уролог лобня,100%,нет,93%,1,
9740,мрт в магнитогорске адреса и цены,90%,нет,73%,1,
9741,дпо 64,33%,да,39%,0,
9742,29 городская больница,75%,да,0%,-1,
9743,больница в новогиреево,30%,да,38%,0,
9744,отзывы клиника неврозов на шаболовке,50%,да,15%,-1,
9745,семейная клиника врачи,50%,да,43%,0,
9746,отзывы гута клиник,0%,нет,4%,-1,
9747,мкнц логинова отзывы,80%,да,24%,-1,
9748,севастопольский проспект перинатальный центр,50%,да,0%,-1,
9749,квд 8,70%,да,49%,0,
9750,циркониевые зубы цена,90%,да,95%,1,
9751,сколько стоит лечение,70%,да,96%,1,
9752,смирнова елена юрьевна,40%,да,29%,-1,
9753,егорова елена александровна,40%,да,0%,-1,
9754,баранов сергей александрович,50%,да,0%,-1,
9755,асият зульчифовна хашукоева,0%,нет,2%,-1,
9756,детская поликлиника мыски,0%,нет,1%,-1,
9757,дентал н,0%,нет,14%,-1,
9758,нефтекамск офтальмолог,90%,нет,80%,1,
9759,дерматолог невинномысск,100%,нет,57%,0,
9760,невинномысск диагностический,90%,нет,56%,0,
9761,остеопат детский нижний новгород,100%,нет,64%,0,
9762,эндоскопист нижний новгород,90%,нет,88%,1,
9763,4 поликлиника нижний новгород автозаводский район детская,50%,нет,0%,-1,
9764,нутрициолог нижний новгород,90%,нет,69%,1,
9765,сексолог нижний новгород,100%,нет,72%,1,
9766,стоматология московский район нижний новгород,100%,нет,63%,0,
9767,хирург новокузнецк,100%,нет,72%,1,
9768,адам и ева новошахтинск,30%,нет,31%,-1,
9769,поликлиника перхушково,0%,нет,9%,-1,
9770,детский офтальмолог омск,90%,нет,58%,0,
9771,хирург стоматолог омск,100%,нет,72%,1,
9772,омск офтальмологическая клиника,90%,нет,56%,0,
9773,кт в пензе адреса и цены,100%,нет,72%,1,
9774,детская стоматология пенза платная,80%,нет,64%,0,
9775,продокторов ру рязань,70%,нет,35%,0,
9776,поликлиника 12 рязань шлаковый,70%,нет,35%,0,
9777,гастроэнтеролог силина рязань,80%,нет,43%,0,
9778,стоматология рыбинск яна гуса телефон,90%,нет,56%,0,
9779,рентгенография в самаре,90%,нет,79%,1,
9780,иммунолог самара,100%,нет,66%,1,
9781,остеопат в самаре,80%,нет,65%,0,
9782,флеболог саранск,90%,нет,72%,1,
9783,шахты поликлиника 3,0%,нет,0%,-1,
9784,водолей славянск на кубани,0%,нет,13%,-1,
9785,психоневрологический диспансер смоленск докучаева,90%,нет,57%,0,
9786,нефролог смоленск,100%,нет,91%,1,
9787,альфа дент сочи,80%,нет,28%,-1,
9788,гинекологи спб лучшие,100%,нет,73%,1,
9789,поликлиника 121 камышовая 50 официальный сайт,0%,нет,11%,-1,
9790,поликлиника невского района детская,0%,нет,4%,-1,
9791,маммолог стерлитамак,100%,нет,64%,0,
9792,максим сергеевич тамбов,80%,нет,0%,-1,
9793,нейрохирург томск,80%,нет,81%,1,
9794,детская поликлиника уссурийск некрасова 115,100%,нет,56%,0,
9795,трухина елена владимировна пульмонолог,0%,нет,3%,-1,
9796,про докторов владивосток официальный сайт,80%,нет,49%,0,
9797,роддом волгодонск,90%,нет,28%,-1,
9798,детский эндокринолог волгоград,80%,нет,87%,1,
9799,конструкторов 33 воронеж дерматолог,80%,нет,49%,0,
9800,больница 9 км воронеж,70%,нет,49%,0,
9801,гастроэнтеролог ялта,0%,нет,33%,-1,
9802,продокторов ру ярославль,70%,нет,36%,0,
9803,уролог южно сахалинск,100%,да,67%,1,
9804,мануальный терапевт зеленоград,0%,нет,43%,0,
9805,соколова ольга александровна,0%,нет,1%,-1,
9806,дерматолог азов,80%,да,78%,1,
9807,клиники балаково платные,100%,нет,77%,1,
9808,гинеколог березники,0%,нет,32%,-1,
9809,бийск офтальмолог,80%,нет,49%,0,
9810,нарколог брянск,80%,нет,74%,1,
9811,детский педиатр брянск,100%,нет,65%,0,
9812,педиатр брянск,90%,нет,93%,1,
9813,невролог бузулук,80%,нет,69%,1,
9814,стоматология зуб даю челябинск,80%,нет,59%,0,
9815,акушер екатеринбург,100%,нет,73%,1,
9816,кардиолог детский хабаровск,100%,нет,72%,1,
